,idx,parameter,ac1,ac2
292,292,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.23111,0.46032
293,293,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.23921,0.45968
294,294,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.23349,0.45698
295,295,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.23841,0.45794
296,296,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.24444,0.45841
297,297,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.23873,0.45905
298,298,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.22825,0.45857
299,299,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.24429,0.45873
300,300,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24492,0.45810
301,301,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.23619,0.45810
302,302,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.23286,0.45937
303,303,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.24000,0.45873
304,304,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.24238,0.46016
305,305,"('QLearning', 10000, 50, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.23810,0.46063
306,306,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.23683,0.45397
307,307,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.24000,0.45794
308,308,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.23190,0.45762
309,309,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.23746,0.45857
310,310,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.23238,0.45746
311,311,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.24365,0.45921
312,312,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.23175,0.45714
313,313,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.24429,0.45794
314,314,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.24095,0.45794
315,315,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.24111,0.45905
316,316,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.23603,0.45794
317,317,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.22286,0.45746
318,318,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24000,0.45714
319,319,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.23889,0.45825
320,320,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.22381,0.45698
321,321,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.23000,0.45968
322,322,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.24079,0.45825
323,323,"('QLearning', 10000, 50, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.24794,0.45937
324,324,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.23079,0.45492
325,325,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.24270,0.45794
326,326,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.23238,0.45825
327,327,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.24683,0.45889
328,328,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.23746,0.45698
329,329,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.24778,0.46032
330,330,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.22810,0.45444
331,331,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.24619,0.45810
332,332,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.24111,0.45667
333,333,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.24556,0.45841
334,334,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.24063,0.45698
335,335,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.24222,0.45746
336,336,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24444,0.45651
337,337,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.24333,0.45794
338,338,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.23365,0.45635
339,339,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.23206,0.45873
340,340,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.23190,0.45889
341,341,"('QLearning', 10000, 100, 1, 0.3, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.24222,0.45889
342,342,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.24063,0.45413
343,343,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.24111,0.45794
344,344,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.24206,0.45508
345,345,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.24603,0.45889
346,346,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.24317,0.45571
347,347,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.24381,0.45952
348,348,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.24667,0.45492
349,349,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.23794,0.45746
350,350,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.24460,0.45556
351,351,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.23413,0.45778
352,352,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.23095,0.45476
353,353,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.23444,0.45825
354,354,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24127,0.45365
355,355,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.23667,0.45810
356,356,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.24032,0.45762
357,357,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.23937,0.45825
358,358,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.23270,0.45635
359,359,"('QLearning', 10000, 100, 1, 0.5, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.23540,0.45873
360,360,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.23952,0.45000
361,361,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.24381,0.45730
362,362,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.24190,0.45143
363,363,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.24032,0.45889
364,364,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.23381,0.45413
365,365,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.24746,0.46095
366,366,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.24302,0.45540
367,367,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.23857,0.45714
368,368,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.23587,0.45333
369,369,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.23571,0.45730
370,370,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.24000,0.45714
371,371,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.22810,0.45952
372,372,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24190,0.45444
373,373,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.24460,0.45825
374,374,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.24571,0.45603
375,375,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.24302,0.45825
376,376,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.24206,0.45540
377,377,"('QLearning', 10000, 100, 1, 0.7, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.24000,0.45730
378,378,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.23524,0.45794
379,379,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.23302,0.45794
380,380,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.23683,0.45937
381,381,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.24317,0.45873
382,382,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.24460,0.46000
383,383,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.24317,0.45952
384,384,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.23571,0.45794
385,385,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.24921,0.45794
386,386,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.24683,0.45825
387,387,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.23730,0.45889
388,388,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.23714,0.45841
389,389,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.24175,0.45873
390,390,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24603,0.45794
391,391,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.24032,0.45810
392,392,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.24746,0.45841
393,393,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.23492,0.45810
394,394,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.24698,0.45889
395,395,"('QLearning', 10000, 100, 2, 0.3, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.24333,0.45794
396,396,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.23317,0.45810
397,397,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.23492,0.45794
398,398,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.24095,0.45778
399,399,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.24905,0.45841
400,400,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.23492,0.45984
401,401,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.23952,0.45952
402,402,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.23444,0.45778
403,403,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.23635,0.45794
404,404,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.23714,0.45857
405,405,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.24302,0.45794
406,406,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.23794,0.45873
407,407,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.24714,0.45810
408,408,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.24683,0.45794
409,409,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.23603,0.45794
410,410,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.22365,0.45937
411,411,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.23635,0.45921
412,412,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.22413,0.45841
413,413,"('QLearning', 10000, 100, 2, 0.5, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.24476,0.45794
414,414,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 1, 0.5)",0.24000,0.45794
415,415,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 1, 1)",0.23540,0.45794
416,416,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 3, 0.5)",0.22952,0.46000
417,417,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 3, 1)",0.23111,0.45778
418,418,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 5, 0.5)",0.24968,0.46032
419,419,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.3, 0, 0.1, 5, 1)",0.23714,0.45841
420,420,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 1, 0.5)",0.23825,0.45794
421,421,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 1, 1)",0.24048,0.45810
422,422,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 3, 0.5)",0.24063,0.45794
423,423,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 3, 1)",0.24302,0.45810
424,424,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 5, 0.5)",0.23794,0.45683
425,425,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.5, 0, 0.1, 5, 1)",0.22810,0.45778
426,426,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 1, 0.5)",0.23063,0.45810
427,427,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 1, 1)",0.23222,0.45810
428,428,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 3, 0.5)",0.24571,0.45857
429,429,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 3, 1)",0.24317,0.45825
430,430,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 5, 0.5)",0.23778,0.45825
431,431,"('QLearning', 10000, 100, 2, 0.7, 0, 0.1, 0.7, 0, 0.1, 5, 1)",0.23810,0.45841
